ちゅ,chu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/chu.png,4
ちょ,cho,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/cho.png,4
にゃ,nya,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/nya.png,6
にゅ,nyu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/nyu.png,5
にょ,nyo,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/nyo.png,5
ひゃ,hya,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/hya.png,4
ひゅ,hyu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/hyu.png,3
ひょ,hyo,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/hyo.png,3
みゃ,mya,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/mya.png,5
みゅ,myu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/myu.png,4
みょ,myo,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/myo.png,4
りゃ,rya,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/rya.png,5
りゅ,ryu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/ryu.png,4
りょ,ryo,diagraphs,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/ryo.png,4
っ,sokuon,diagraphs,https://upload.wikimedia.org/wikipedia/commons/9/99/Japanese_Hiragana_kyokashotai_small_TSU.png,1
ぎゃ,gya,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/gya.png,8
ぎゅ,gyu,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/gyu.png,7
ぎょ,gyo,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/gyo.png,7
じゃ,ja,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/ja.png,6
じゅ,ju,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/ju.png,5
じょ,jo,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/jo.png,5
ぢゃ,ja,diagraphs with diacritics,http://www.cjvlang.com/Writing/writjpn/hiragkatak/kana/dyahi.gif,7
ぢゅ,ju,diagraphs with diacritics,http://www.cjvlang.com/Writing/writjpn/hiragkatak/kana/dyuhi.gif,6
ぢょ,jo,diagraphs with diacritics,http://www.cjvlang.com/Writing/writjpn/hiragkatak/kana/dyohi.gif,6
びゃ,bya,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/bya.png,6
びゅ,byu,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/byu.png,5
びょ,byo,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/byo.png,5
ぴゃ,pya,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/pya.png,5
ぴゅ,pyu,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/pyu.png,4
ぴょ,pyo,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/hiragana/form/pyo.png,4
