シュ,shu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/shu.png,5
ショ,sho,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/sho.png,6
チャ,cha,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakanaform/cha.png,5
チュ,chu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/chu.png,5
チョ,cho,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/cho.png,6
ニャ,nya,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/nya.png,4
ニュ,nyu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/nyu.png,4
ニョ,nyo,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/nyo.png,5
ヒャ,hya,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/hya.png,4
ヒュ,hyu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/hyu.png,4
ヒョ,hyo,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/hyo.png,5
ミャ,mya,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/mya.png,5
ミュ,myu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/myu.png,5
ミョ,myo,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/myo.png,6
リャ,rya,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/rya.png,5
リュ,ryu,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/ryu.png,5
リョ,ryo,diagraphs,https://a1.marugotoweb.jp/en/assets/images/katakana/form/ryo.png,6
ッ,sokuon,diagraphs,http://i2picture.com/images/cool-letters/katakana/katakana_letter_small_tu_u30C3_icon_256x256.png,3
ギャ,gya,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/gya.png,7
ギュ,gyu,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/gyu.png,7
ギョ,gyo,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/gyo.png,8
ジャ,ja,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/ja.png,7
ジュ,ju,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/ju.png,7
ジョ,jo,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/jo.png,8
ヂャ,ja,diagraphs with diacritics,http://www.cjvlang.com/Writing/writjpn/hiragkatak/kana/dyaka.gif,7
ヂュ,ju,diagraphs with diacritics,http://www.cjvlang.com/Writing/writjpn/hiragkatak/kana/dyuka.gif,7
ヂョ,jo,diagraphs with diacritics,http://www.cjvlang.com/Writing/writjpn/hiragkatak/kana/dyoka.gif,8
ビャ,bya,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/bya.png,6
ビュ,byu,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/byu.png,6
ビョ,byo,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/byo.png,7
ピャ,pya,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/pya.png,5
ピュ,pyu,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/pyu.png,5
ピョ,pyo,diagraphs with diacritics,https://a1.marugotoweb.jp/en/assets/images/katakana/form/pyo.png,6
